id,Danceability
17170,7
17171,6
17172,6
17173,3
17174,6
17175,7
17176,4
17177,3
17178,7
17179,2
17180,3
17181,5
17182,7
17183,6
17184,6
17185,6
17186,6
17187,3
17188,4
17189,4
17190,7
17191,8
17192,7
17193,7
17194,6
17195,8
17196,7
17197,7
17198,7
17199,5
17200,5
17201,6
17202,2
17203,1
17204,7
17205,4
17206,8
17207,4
17208,2
17209,4
17210,4
17211,4
17212,1
17213,7
17214,7
17215,4
17216,6
17217,6
17218,8
17219,6
17220,7
17221,2
17222,4
17223,4
17224,4
17225,3
17226,7
17227,3
17228,4
17229,4
17230,2
17231,4
17232,4
17233,3
17234,3
17235,3
17236,3
17237,2
17238,1
17239,5
17240,1
17241,2
17242,1
17243,5
17244,2
17245,2
17246,5
17247,7
17248,4
17249,6
17250,2
17251,6
17252,4
17253,4
17254,4
17255,7
17256,7
17257,7
17258,5
17259,6
17260,7
17261,6
17262,7
17263,8
17264,6
17265,7
17266,5
17267,5
17268,6
17269,7
17270,7
17271,8
17272,7
17273,6
17274,7
17275,6
17276,4
17277,5
17278,6
17279,5
17280,4
17281,6
17282,3
17283,6
17284,7
17285,7
17286,6
17287,2
17288,6
17289,5
17290,6
17291,3
17292,5
17293,5
17294,8
17295,6
17296,7
17297,6
17298,6
17299,8
17300,7
17301,6
17302,8
17303,1
17304,8
17305,4
17306,3
17307,4
17308,6
17309,5
17310,6
17311,7
17312,4
17313,5
17314,8
17315,6
17316,6
17317,5
17318,5
17319,5
17320,8
17321,6
17322,5
17323,5
17324,5
17325,2
17326,5
17327,3
17328,1
17329,6
17330,4
17331,4
17332,4
17333,3
17334,2
17335,4
17336,7
17337,6
17338,7
17339,6
17340,6
17341,4
17342,4
17343,4
17344,1
17345,2
17346,6
17347,4
17348,7
17349,2
17350,7
17351,4
17352,6
17353,6
17354,7
17355,7
17356,5
17357,7
17358,4
17359,8
17360,7
17361,8
17362,5
17363,8
17364,7
17365,6
17366,6
17367,8
17368,7
17369,7
17370,7
17371,8
17372,5
17373,3
17374,4
17375,4
17376,6
17377,1
17378,4
17379,7
17380,6
17381,4
17382,5
17383,8
17384,8
17385,7
17386,7
17387,4
17388,6
17389,7
17390,7
17391,6
17392,8
17393,6
17394,6
17395,6
17396,8
17397,5
17398,6
17399,4
17400,6
17401,3
17402,4
17403,6
17404,6
17405,7
17406,3
17407,4
17408,3
17409,7
17410,5
17411,7
17412,4
17413,7
17414,6
17415,6
17416,6
17417,6
17418,8
17419,8
17420,3
17421,8
17422,4
17423,1
17424,6
17425,6
17426,5
17427,5
17428,1
17429,6
17430,4
17431,6
17432,6
17433,4
17434,6
17435,5
17436,4
17437,4
17438,7
17439,5
17440,2
17441,4
17442,2
17443,3
17444,4
17445,4
17446,4
17447,5
17448,1
17449,7
17450,5
17451,7
17452,6
17453,7
17454,8
17455,5
17456,6
17457,6
17458,6
17459,7
17460,3
17461,6
17462,3
17463,4
17464,5
17465,3
17466,3
17467,4
17468,6
17469,6
17470,2
17471,7
17472,3
17473,7
17474,6
17475,6
17476,7
17477,7
17478,7
17479,5
17480,6
17481,3
17482,6
17483,7
17484,7
17485,8
17486,8
17487,5
17488,6
17489,3
17490,8
17491,6
17492,7
17493,6
17494,7
17495,2
17496,7
17497,6
17498,6
17499,5
17500,2
17501,5
17502,5
17503,2
17504,5
17505,2
17506,3
17507,3
17508,3
17509,8
17510,7
17511,8
17512,7
17513,5
17514,6
17515,8
17516,6
17517,5
17518,5
17519,8
17520,5
17521,7
17522,7
17523,5
17524,5
17525,7
17526,7
17527,6
17528,6
17529,6
17530,3
17531,6
17532,4
17533,3
17534,6
17535,6
17536,3
17537,6
17538,4
17539,6
17540,8
17541,7
17542,2
17543,7
17544,5
17545,4
17546,4
17547,6
17548,4
17549,3
17550,6
17551,8
17552,5
17553,3
17554,7
17555,6
17556,5
17557,5
17558,7
17559,7
17560,7
17561,7
17562,4
17563,5
17564,3
17565,4
17566,6
17567,1
17568,5
17569,1
17570,4
17571,7
17572,5
17573,5
