id,Danceability
17170,6
17171,6
17172,4
17173,4
17174,6
17175,7
17176,4
17177,4
17178,5
17179,6
17180,5
17181,5
17182,5
17183,6
17184,4
17185,5
17186,5
17187,3
17188,5
17189,5
17190,7
17191,6
17192,7
17193,7
17194,4
17195,7
17196,7
17197,6
17198,7
17199,5
17200,4
17201,2
17202,1
17203,2
17204,6
17205,4
17206,5
17207,2
17208,3
17209,3
17210,5
17211,5
17212,1
17213,7
17214,6
17215,5
17216,6
17217,6
17218,6
17219,5
17220,6
17221,2
17222,5
17223,5
17224,4
17225,2
17226,6
17227,4
17228,6
17229,5
17230,3
17231,4
17232,5
17233,2
17234,2
17235,4
17236,3
17237,3
17238,1
17239,5
17240,1
17241,3
17242,1
17243,5
17244,2
17245,6
17246,4
17247,7
17248,3
17249,6
17250,3
17251,6
17252,4
17253,4
17254,5
17255,5
17256,6
17257,6
17258,5
17259,4
17260,5
17261,6
17262,7
17263,7
17264,6
17265,6
17266,4
17267,5
17268,7
17269,7
17270,7
17271,7
17272,6
17273,6
17274,7
17275,6
17276,4
17277,4
17278,5
17279,5
17280,5
17281,6
17282,3
17283,7
17284,6
17285,6
17286,5
17287,3
17288,7
17289,6
17290,7
17291,6
17292,5
17293,6
17294,7
17295,7
17296,5
17297,5
17298,6
17299,7
17300,7
17301,6
17302,6
17303,2
17304,6
17305,5
17306,5
17307,5
17308,3
17309,7
17310,6
17311,6
17312,5
17313,5
17314,7
17315,7
17316,6
17317,7
17318,5
17319,5
17320,7
17321,4
17322,4
17323,2
17324,3
17325,3
17326,4
17327,3
17328,2
17329,6
17330,3
17331,5
17332,6
17333,5
17334,5
17335,6
17336,7
17337,5
17338,7
17339,6
17340,6
17341,6
17342,4
17343,2
17344,3
17345,2
17346,6
17347,5
17348,5
17349,4
17350,6
17351,4
17352,6
17353,6
17354,5
17355,5
17356,6
17357,7
17358,6
17359,7
17360,6
17361,6
17362,6
17363,7
17364,7
17365,6
17366,4
17367,7
17368,6
17369,7
17370,7
17371,6
17372,4
17373,4
17374,3
17375,5
17376,6
17377,2
17378,2
17379,7
17380,5
17381,7
17382,6
17383,7
17384,8
17385,5
17386,6
17387,6
17388,7
17389,6
17390,7
17391,6
17392,7
17393,6
17394,7
17395,6
17396,8
17397,5
17398,6
17399,4
17400,6
17401,3
17402,6
17403,3
17404,6
17405,6
17406,3
17407,5
17408,5
17409,5
17410,4
17411,6
17412,3
17413,6
17414,7
17415,5
17416,5
17417,6
17418,5
17419,8
17420,5
17421,7
17422,4
17423,2
17424,6
17425,6
17426,5
17427,5
17428,3
