id,Danceability
17170,6
17171,6
17172,5
17173,4
17174,6
17175,7
17176,5
17177,2
17178,5
17179,4
17180,5
17181,5
17182,5
17183,6
17184,6
17185,6
17186,6
17187,1
17188,3
17189,6
17190,7
17191,7
17192,7
17193,6
17194,3
17195,8
17196,7
17197,6
17198,9
17199,5
17200,4
17201,5
17202,2
17203,2
17204,7
17205,3
17206,6
17207,2
17208,3
17209,2
17210,5
17211,5
17212,1
17213,8
17214,6
17215,4
17216,6
17217,5
17218,6
17219,7
17220,7
17221,1
17222,6
17223,5
17224,4
17225,2
17226,5
17227,3
17228,4
17229,3
17230,3
17231,4
17232,5
17233,3
17234,3
17235,3
17236,3
17237,2
17238,2
17239,4
17240,0
17241,2
17242,1
17243,4
17244,2
17245,6
17246,6
17247,6
17248,4
17249,5
17250,2
17251,4
17252,4
17253,5
17254,6
17255,7
17256,6
17257,7
17258,5
17259,2
17260,6
17261,7
17262,6
17263,8
17264,6
17265,6
17266,4
17267,5
17268,7
17269,6
17270,8
17271,8
17272,6
17273,7
17274,6
17275,7
17276,5
17277,5
17278,6
17279,5
17280,5
17281,7
17282,1
17283,7
17284,8
17285,7
17286,6
17287,4
17288,7
17289,5
17290,7
17291,6
17292,6
17293,5
17294,8
17295,8
17296,8
17297,5
17298,6
17299,8
17300,8
17301,6
17302,7
17303,3
17304,6
17305,4
17306,6
17307,4
17308,2
17309,7
17310,6
17311,7
17312,5
17313,6
17314,7
17315,7
17316,6
17317,7
17318,6
17319,4
17320,7
17321,6
17322,2
17323,6
17324,4
17325,3
17326,5
17327,3
17328,1
17329,6
17330,3
17331,5
17332,5
17333,3
17334,3
17335,5
17336,7
17337,5
17338,7
17339,7
17340,7
17341,3
17342,5
17343,2
17344,2
17345,3
17346,6
17347,4
17348,6
17349,3
17350,6
17351,3
17352,7
17353,5
17354,7
17355,5
17356,6
17357,6
17358,6
17359,7
17360,7
17361,6
17362,6
17363,7
17364,7
17365,6
17366,5
17367,7
17368,7
17369,6
17370,8
17371,7
17372,4
17373,3
17374,4
17375,4
17376,5
17377,0
17378,3
17379,7
17380,5
17381,7
17382,7
17383,7
17384,9
17385,7
17386,8
17387,5
17388,6
17389,6
17390,7
17391,5
17392,8
17393,7
17394,6
17395,6
17396,9
17397,5
17398,6
17399,4
17400,6
17401,3
17402,5
17403,2
17404,7
17405,7
17406,2
17407,3
17408,4
17409,5
17410,3
17411,6
17412,3
17413,7
17414,5
17415,5
17416,6
17417,7
17418,7
17419,9
17420,4
17421,9
17422,4
17423,0
17424,6
17425,7
17426,4
17427,5
17428,1
