id,Danceability
17170,7
17171,6
17172,5
17173,4
17174,6
17175,6
17176,5
17177,3
17178,5
17179,5
17180,5
17181,5
17182,6
17183,6
17184,6
17185,6
17186,6
17187,1
17188,3
17189,6
17190,7
17191,7
17192,7
17193,6
17194,4
17195,8
17196,7
17197,6
17198,9
17199,6
17200,4
17201,4
17202,1
17203,2
17204,7
17205,3
17206,7
17207,2
17208,3
17209,2
17210,5
17211,5
17212,1
17213,8
17214,6
17215,5
17216,6
17217,6
17218,7
17219,8
17220,7
17221,2
17222,6
17223,5
17224,5
17225,3
17226,5
17227,3
17228,4
17229,4
17230,3
17231,4
17232,6
17233,3
17234,3
17235,3
17236,4
17237,2
17238,2
17239,4
17240,1
17241,2
17242,1
17243,4
17244,2
17245,6
17246,6
17247,8
17248,4
17249,5
17250,2
17251,4
17252,5
17253,6
17254,6
17255,8
17256,8
17257,8
17258,5
17259,2
17260,7
17261,7
17262,6
17263,8
17264,6
17265,6
17266,4
17267,6
17268,7
17269,6
17270,8
17271,9
17272,6
17273,8
17274,6
17275,7
17276,5
17277,5
17278,7
17279,5
17280,4
17281,6
17282,1
17283,7
17284,8
17285,7
17286,6
17287,4
17288,7
17289,6
17290,6
17291,7
17292,7
17293,6
17294,8
17295,8
17296,9
17297,6
17298,6
17299,8
17300,8
17301,6
17302,7
17303,3
17304,6
17305,5
17306,7
17307,5
17308,2
17309,7
17310,6
17311,7
17312,5
17313,6
17314,7
17315,7
17316,6
17317,7
17318,6
17319,4
17320,7
17321,6
17322,2
17323,6
17324,4
17325,3
17326,5
17327,3
17328,2
17329,7
17330,4
17331,5
17332,5
17333,3
17334,3
17335,5
17336,8
17337,6
17338,7
17339,7
17340,7
17341,3
17342,5
17343,2
17344,2
17345,3
17346,6
17347,4
17348,7
17349,4
17350,7
17351,3
17352,7
17353,5
17354,7
17355,5
17356,7
17357,7
17358,7
17359,8
17360,7
17361,7
17362,8
17363,8
17364,6
17365,6
17366,7
17367,7
17368,8
17369,7
17370,8
17371,8
17372,4
17373,4
17374,4
17375,4
17376,5
17377,0
17378,2
17379,8
17380,5
17381,8
17382,7
17383,6
17384,9
17385,7
17386,8
17387,6
17388,6
17389,6
17390,7
17391,5
17392,7
17393,7
17394,6
17395,6
17396,9
17397,6
17398,6
17399,5
17400,7
17401,3
17402,5
17403,3
17404,7
17405,7
17406,3
17407,3
17408,4
17409,5
17410,3
17411,6
17412,4
17413,7
17414,5
17415,5
17416,5
17417,7
17418,7
17419,8
17420,4
17421,8
17422,4
17423,1
17424,7
17425,7
17426,5
17427,5
17428,1
17429,5
17430,6
17431,7
17432,6
17433,4
17434,6
17435,5
17436,4
17437,2
17438,7
17439,5
17440,2
17441,4
17442,2
17443,3
17444,6
17445,4
17446,2
17447,7
17448,1
17449,6
17450,6
17451,7
17452,5
17453,8
17454,8
17455,4
17456,6
17457,6
17458,7
17459,7
17460,4
17461,6
17462,3
17463,3
17464,5
17465,2
17466,4
17467,4
17468,6
17469,6
17470,2
17471,8
17472,4
17473,6
17474,5
17475,3
17476,7
17477,7
17478,6
17479,6
17480,4
17481,5
17482,6
17483,6
17484,6
17485,7
17486,9
17487,5
17488,7
17489,3
17490,9
17491,6
17492,6
17493,7
17494,6
17495,2
17496,7
17497,7
17498,7
17499,5
17500,2
17501,4
17502,4
17503,3
17504,3
17505,3
17506,3
17507,3
17508,3
17509,6
17510,8
17511,3
17512,6
17513,5
17514,6
17515,6
17516,5
17517,3
17518,6
17519,4
17520,5
17521,8
17522,8
17523,7
17524,7
17525,7
17526,8
17527,6
17528,4
17529,5
17530,5
17531,6
17532,4
17533,3
17534,7
17535,5
17536,4
17537,6
17538,6
17539,7
17540,9
17541,8
17542,3
17543,5
17544,6
17545,5
17546,5
17547,6
17548,5
17549,4
17550,6
17551,7
17552,5
17553,7
17554,8
17555,6
17556,5
17557,6
17558,8
17559,8
17560,8
17561,7
17562,4
17563,2
17564,6
17565,3
17566,6
17567,2
17568,4
17569,1
17570,2
17571,8
17572,5
17573,3
